Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_36_285.jpg;0;0;0;0;99.66999;85.58897;0.0002337873;60.16101;-1.109947E-05
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_36_351.jpg;0;0;0;0;99.66999;85.58897;0.0002349154;60.16101;-7.872113E-06
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_36_417.jpg;0;0;0;0;99.66999;85.58897;0.0002363738;60.16101;-3.397084E-06
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_36_485.jpg;0;0;0;0;99.66999;85.58897;0.0002371169;60.16101;-3.827495E-07
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_36_551.jpg;0;0;0;0;99.66999;85.58897;0.0002374267;60.16101;2.184831E-06
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_36_617.jpg;0;0;0;0;99.66999;85.58897;0.0002378399;60.16101;5.60827E-06
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_36_685.jpg;0;0;0;0;99.66999;85.58897;0.0002379848;60.16101;7.966211E-06
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_36_751.jpg;0;0;0;0;99.66999;85.58897;0.000238487;60.16101;9.811923E-06
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_36_818.jpg;0;0;0;0;99.66999;85.58897;0.0002389206;60.16101;1.191544E-05
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_36_885.jpg;0;0;0;0;99.66999;85.58897;0.0002387145;60.16101;1.268887E-05
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_36_951.jpg;0;0;0;0;99.66999;85.58897;0.0002379995;60.16101;1.288495E-05
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_37_019.jpg;0;0;0;0;99.66999;85.58897;0.0002374772;60.16101;1.318754E-05
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_37_085.jpg;-3.017474;0;0;0;99.66999;85.58897;0.0002368817;59.70904;1.430917E-05
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_37_151.jpg;-5.990038;0;0;0;99.66999;85.58897;0.0002386604;58.80542;1.753777E-05
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_37_217.jpg;-9.000045;0;0;0;99.66999;85.58897;0.000239825;56.82629;2.438737E-05
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_37_286.jpg;-12.05118;0;0;0;99.66999;85.58897;0.0002386729;54.75098;3.103276E-05
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_37_350.jpg;-14.97946;0;0;0;99.66999;85.58897;0.0002391552;52.22324;3.85134E-05
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_37_418.jpg;-15;0;0;0;99.66999;85.58897;0.0002377237;48.62327;4.608129E-05
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_37_486.jpg;-15;0;0;0;99.66999;85.58897;0.0002370853;45.92329;4.986209E-05
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_37_551.jpg;-15;0;0;0;99.66999;85.58897;0.0002363648;43.22329;5.153107E-05
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_37_617.jpg;-15;0.1959515;0;0;99.67088;85.58957;0.02307307;43.15154;-0.00359875
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_37_684.jpg;-12.02141;0.3945243;0;0.01725572;99.67233;85.59064;0.05961018;43.27348;359.9919
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_37_751.jpg;-8.941748;0.5998349;0;0.04660298;99.67528;85.59294;0.1345673;43.16042;359.9856
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_37_818.jpg;-5.977553;0.7974479;0;0.07754429;99.68272;85.5992;0.3242231;42.91716;359.9778
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_37_883.jpg;-2.828404;1;0;0.1433699;99.69113;85.60687;0.5237331;42.80346;359.9921
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_37_951.jpg;0;1;0;0.1880788;99.70207;85.61671;0.7505237;42.94155;0.00226056
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_38_017.jpg;0;1;0;0.2405754;99.72069;85.6339;1.095054;43.14706;-0.001315745
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_38_086.jpg;0;1;0;0.2847796;99.73647;85.64856;1.310262;43.33046;-0.002780081
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_38_151.jpg;0;1;0;0.3392953;99.75111;85.66224;1.268734;43.44552;-0.00502601
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_38_217.jpg;0;1;0;0.4047448;99.77352;85.68316;1.110948;43.56836;-0.0003568911
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_38_287.jpg;0;1;0;0.4738795;99.79474;85.70316;1.099297;43.6144;-0.0007344605
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_38_350.jpg;0;1;0;0.5252069;99.81787;85.72499;1.116602;43.44011;0.001645774
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_38_419.jpg;0;1;0;0.5732104;99.85239;85.75752;1.192696;43.3107;0.001136646
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_38_485.jpg;0;1;0;0.6247534;99.88081;85.7842;1.240249;43.37431;-0.003354088
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_38_551.jpg;0;1;0;0.6620484;99.91016;85.81173;1.215316;43.36958;-0.001144661
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_38_618.jpg;0;1;0;0.7334674;99.95291;85.85182;1.186003;43.33043;-0.001096694
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_38_686.jpg;0;1;0;0.7906065;99.98848;85.88516;1.216698;43.37606;-0.00102097
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_38_750.jpg;0;1;0;0.854196;100.0264;85.92072;1.243627;43.36518;-0.0005960743
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_38_819.jpg;0;1;0;0.9108623;100.0797;85.97067;1.23825;43.31798;-0.0009527671
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_38_884.jpg;0;1;0;0.9534729;100.122;86.01027;1.216164;43.31091;-0.0008292811
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_38_952.jpg;0;1;0;1.013648;100.1666;86.05202;1.219983;43.30443;-0.0004321341
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_39_019.jpg;0;1;0;1.069234;100.2297;86.11102;1.23852;43.29353;-0.0009042507
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_39_083.jpg;0;1;0;1.11355;100.2792;86.1573;1.232478;43.28327;-0.000845218
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_39_150.jpg;0;1;0;1.173956;100.3307;86.20544;1.225382;43.27023;-0.0006757562
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_39_219.jpg;0;1;0;1.221034;100.4027;86.27269;1.229376;43.25423;-0.0007188561
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_39_286.jpg;0;1;0;1.26741;100.4591;86.32535;1.234449;43.23308;-0.0006751714
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_39_352.jpg;0;1;0;1.330881;100.5175;86.37988;1.235431;43.21943;-0.0009241046
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_39_417.jpg;0;1;0;1.378813;100.5988;86.45569;1.24401;43.18747;-0.0008822628
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_39_484.jpg;0;1;0;1.425663;100.6622;86.51472;1.247778;43.17245;-0.0009186115
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_39_550.jpg;0;1;0;1.489763;100.7276;86.57565;1.249576;43.15986;-0.0009385737
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_39_619.jpg;0;1;0;1.535512;100.8182;86.65988;1.25659;43.14371;-0.0009765783
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_39_684.jpg;0;1;0;1.582031;100.8885;86.72526;1.26081;43.13123;-0.000972737
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_39_749.jpg;0;1;0;1.643813;100.9608;86.79247;1.262893;43.12115;-0.0009767408
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_39_817.jpg;0;1;0;1.68988;101.0605;86.88506;1.270214;43.10741;-0.00102841
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_39_884.jpg;0;1;0;1.736618;101.1376;86.95665;1.274462;43.09545;-0.001031507
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_39_952.jpg;0;1;0;1.797683;101.2167;87.03009;1.278051;43.08399;-0.001047681
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_40_020.jpg;0;0.9028962;0;1.84317;101.3253;87.1308;1.281221;43.07111;-0.001068018
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_40_084.jpg;0;0.7061265;0;1.882728;101.4086;87.20803;1.278463;43.06094;-0.0009708222
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_40_150.jpg;0;0.5080571;0;1.920262;101.493;87.28632;1.275084;43.05116;-0.0005295242
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_40_216.jpg;0;0.512594;0;1.937088;101.6067;87.39163;1.253898;43.03518;-0.0005103053
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_40_286.jpg;0;0.7108672;0;1.957698;101.6932;87.47171;1.240141;43.02283;-0.0005370961
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_40_352.jpg;0;0.909086;0;1.999671;101.7814;87.55334;1.24642;43.01034;-0.0005882292
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_40_418.jpg;0;1;0;2.041317;101.9024;87.66533;1.300047;42.99169;-0.001058365
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_40_483.jpg;0;1;0;2.084194;101.9952;87.7512;1.325197;42.98052;-0.001225279
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_40_552.jpg;0;1;0;2.144726;102.0897;87.83849;1.316762;42.96755;-0.001213426
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_40_618.jpg;0;1;0;2.190052;102.2188;87.95774;1.308635;42.94897;-0.001092261
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_40_685.jpg;0;1;0;2.233691;102.318;88.04936;1.31462;42.93635;-0.001217108
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_40_749.jpg;0;1;0;2.291552;102.4192;88.14272;1.317893;42.92551;-0.001220259
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_40_817.jpg;0;1;0;2.335982;102.5571;88.26997;1.325129;42.90968;-0.00127257
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_40_883.jpg;0;1;0;2.378971;102.6628;88.36736;1.323769;42.89831;-0.001256236
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_40_951.jpg;0;1;0;2.437513;102.7704;88.46656;1.326868;42.88639;-0.001276147
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_41_016.jpg;0;1;0;2.480658;102.917;88.60156;1.335051;42.87118;-0.001324509
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_41_083.jpg;0;1;0;2.523689;103.0291;88.70476;1.335117;42.8602;-0.001303906
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_41_149.jpg;0;1;0;2.581123;103.1431;88.80967;1.334567;42.84753;-0.001314047
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_41_218.jpg;0;1;0;2.623777;103.2981;88.95226;1.337505;42.8314;-0.001327659
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_41_283.jpg;0;1;0;2.666286;103.4166;89.06121;1.341704;42.81927;-0.001339244
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_41_349.jpg;0;0.7975183;0;2.719893;103.5369;89.17171;1.344089;42.80906;-0.0009019399
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_41_416.jpg;0;0.5964069;0;2.749766;103.6991;89.32068;1.337372;42.79104;-0.0007572366
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_41_483.jpg;0;0.3970752;0;2.770226;103.8215;89.43306;1.31701;42.77386;-0.000695956
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_41_550.jpg;0;0.1937265;0;2.782804;103.944;89.54539;1.268165;42.75612;-0.0006208988
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_41_616.jpg;0;0;0;2.781437;104.1064;89.69425;1.141465;42.73297;-0.0004773275
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_41_683.jpg;0;0;0;2.773367;104.2271;89.80495;1.000783;42.71651;-0.0002524086
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_41_749.jpg;0;0;0;2.761675;104.3472;89.91492;0.8320503;42.70122;2.054609E-06
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_41_817.jpg;0;0;0;2.752932;104.5062;90.06071;0.5800642;42.6843;0.005235142
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_41_882.jpg;0;0;0;2.744059;104.6248;90.16962;0.3816991;42.67649;0.0174542
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_41_949.jpg;0;0;0;2.732095;104.7429;90.27825;0.1834715;42.67297;0.03663496
/media/oem/DATA/My Data/Salma/uni/years/Senior-1/Fall 2022/CSE483 Computer Vision/project/Vision_Project_Startup_Code/IMG/robocam_2022_12_05_21_01_42_016.jpg;0;0;0;2.723038;104.8999;90.42268;359.9326;42.66922;0.05926412
